Model ID,Unofficial Name,Render,Type 4s,Type 4 Count,BMDs
0xfb177833,3chairs,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6a2dcfd5, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xed44a8fd, 0xf3683016, 0xf973b84f",25,"4260.bmd@10, 129140.bmd@36, 376856.bmd@9, 489832.bmd@38, 953912.bmd@6, 1209868.bmd@34, 1532740.bmd@38, 1851344.bmd@6, 2145040.bmd@9, 2602756.bmd@40, 2715784.bmd@33, 2845212.bmd@49, 3015392.bmd@9, 3435788.bmd@9, 8301872.bmd@24, 8362104.bmd@9, 8583196.bmd@37, 8786604.bmd@6, 9165008.bmd@24, 10768392.bmd@6, 11354640.bmd@33, 11690944.bmd@15, 11818848.bmd@9, 11907728.bmd@37, 12713244.bmd@6"
0x0a3d1e0d,round_cafeteria_table,,"0x0cb33492, 0x8009e972, 0x8bda53ba, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xdd08a02f, 0xf3683016, 0xf973b84f",9,"129140.bmd@14, 953912.bmd@22, 1209868.bmd@14, 1532740.bmd@15, 1851344.bmd@22, 2145040.bmd@24, 8362104.bmd@22, 8786604.bmd@22, 10768392.bmd@22"
0x1fbe267f,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199",10,"129140.bmd@5, 489832.bmd@3, 1209868.bmd@5, 1532740.bmd@5, 2602756.bmd@15, 2845212.bmd@4, 8301872.bmd@4, 9165008.bmd@4, 11690944.bmd@3, 11907728.bmd@15"
0x28a3a90d,,,"0x0cb33492, 0x8009e972, 0x8bda53ba",3,"129140.bmd@11, 1209868.bmd@12, 1532740.bmd@12"
0x2f096eca,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x721e672a, 0x8009e972, 0x8bda53ba, 0x9e257199, 0xcf3101c0",12,"129140.bmd@32, 376856.bmd@20, 1209868.bmd@30, 1532740.bmd@34, 1826476.bmd@5, 2290156.bmd@7, 2602756.bmd@16, 2845212.bmd@16, 8301872.bmd@7, 9165008.bmd@7, 11690944.bmd@12, 11907728.bmd@16"
0x37a0fef1,stacked_loudspeakers,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x194c16b1, 0x1f42a7ec, 0x721e672a, 0x8009e972, 0x9e257199, 0xcf3101c0, 0xe56bfe17",10,"129140.bmd@42, 376856.bmd@35, 1532740.bmd@44, 1826476.bmd@2, 2602756.bmd@41, 8301872.bmd@26, 9165008.bmd@26, 10720812.bmd@4, 11690944.bmd@20, 11907728.bmd@38"
0x3d367676,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199",11,"129140.bmd@12, 489832.bmd@54, 1209868.bmd@13, 1532740.bmd@13, 2290156.bmd@5, 2602756.bmd@19, 2845212.bmd@7, 8301872.bmd@10, 9165008.bmd@10, 11690944.bmd@6, 11907728.bmd@19"
0x3e7d8184,tool_cart,,"0x0cb33492, 0x0d7b0603, 0x8009e972, 0x8bda53ba",4,"129140.bmd@51, 1209868.bmd@45, 1532740.bmd@53, 11690944.bmd@26"
0x3fce5862,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199",11,"129140.bmd@0, 489832.bmd@1, 1209868.bmd@1, 1532740.bmd@0, 2290156.bmd@2, 2602756.bmd@12, 2845212.bmd@2, 8301872.bmd@5, 9165008.bmd@5, 11690944.bmd@0, 11907728.bmd@12"
0x4c7d348b,film_camera,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x3b39bf8c, 0x8009e972, 0x943ef9c0",8,"129140.bmd@52, 489832.bmd@28, 1532740.bmd@54, 2290156.bmd@12, 2602756.bmd@32, 2845212.bmd@39, 11690944.bmd@27, 11907728.bmd@30"
0x50a635b7,ladder,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x8009e972, 0x943ef9c0, 0x9e257199, 0xcf3101c0",10,"129140.bmd@45, 376856.bmd@21, 489832.bmd@44, 1532740.bmd@47, 2602756.bmd@8, 2845212.bmd@56, 8301872.bmd@17, 9165008.bmd@17, 11690944.bmd@24, 11907728.bmd@8"
0x536491dc,,,"0x0cb33492, 0x8009e972, 0x8bda53ba, 0x943ef9c0",4,"129140.bmd@9, 489832.bmd@57, 1209868.bmd@10, 1532740.bmd@10"
0x5738e448,broom_dustpan,,"0x07608e5a, 0x0cb33492, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x4243eeb1, 0x567ca5bd, 0x8009e972, 0x8bda53ba, 0x9e257199, 0xc32438c4, 0xc93fb09d, 0xcf3101c0, 0xdd08a02f, 0xf3683016, 0xf973b84f",16,"129140.bmd@48, 376856.bmd@26, 953912.bmd@31, 1209868.bmd@18, 1532740.bmd@50, 1851344.bmd@31, 2145040.bmd@32, 2602756.bmd@34, 2845212.bmd@10, 3435788.bmd@39, 8301872.bmd@22, 8786604.bmd@31, 9165008.bmd@22, 10768392.bmd@31, 11818848.bmd@37, 11907728.bmd@31"
0x65342dcc,,,"0x0cb33492, 0x13579ee8, 0x8009e972, 0x8bda53ba, 0x943ef9c0",5,"129140.bmd@7, 489832.bmd@5, 1209868.bmd@7, 1532740.bmd@7, 2845212.bmd@6"
0x694a1cea,childrens_set,,"0x0cb33492, 0x8009e972",2,"129140.bmd@59, 1532740.bmd@61"
0x6e9e9471,,,"0x07608e5a, 0x0cb33492, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x943ef9c0, 0xcf3101c0",7,"129140.bmd@44, 376856.bmd@42, 489832.bmd@42, 1532740.bmd@46, 2602756.bmd@22, 2845212.bmd@54, 11907728.bmd@21"
0x6fd91db3,flood_lamp,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x194c16b1, 0x1f42a7ec, 0x8009e972, 0x9e257199",7,"129140.bmd@49, 1532740.bmd@51, 2602756.bmd@49, 8301872.bmd@29, 9165008.bmd@29, 11690944.bmd@25, 11907728.bmd@45"
0x76458d87,cabinet,,"0x0cb33492, 0x13579ee8, 0x8009e972, 0x8bda53ba, 0x943ef9c0",5,"129140.bmd@61, 489832.bmd@43, 1209868.bmd@42, 1532740.bmd@63, 2845212.bmd@55"
0x7e703cc2,flower_bed,,"0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x6036478c, 0x6a2dcfd5, 0x721e672a, 0x8009e972, 0x81c1dbe3, 0x8bda53ba",9,"129140.bmd@34, 1209868.bmd@33, 1532740.bmd@36, 1826476.bmd@6, 2336388.bmd@40, 2845212.bmd@18, 9772676.bmd@40, 11354640.bmd@40, 11690944.bmd@13"
0x80d3309a,kitchen,,"0x0cb33492, 0x8009e972, 0xc32438c4, 0xc93fb09d, 0xf3683016, 0xf973b84f",6,"129140.bmd@27, 953912.bmd@50, 1532740.bmd@28, 1851344.bmd@50, 8786604.bmd@49, 10768392.bmd@50"
0x8bfec218,loudspeaker,,"0x0cb33492, 0x0d7b0603, 0x3b39bf8c, 0x8009e972",4,"129140.bmd@47, 1532740.bmd@49, 2290156.bmd@11, 11690944.bmd@23"
0x8cce6a83,set_blue,,"0x0cb33492, 0x8009e972",2,"129140.bmd@60, 1532740.bmd@62"
0x8d1a6822,directors_chair,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x8bda53ba, 0x943ef9c0",8,"129140.bmd@37, 489832.bmd@37, 1209868.bmd@37, 1532740.bmd@39, 2602756.bmd@30, 2845212.bmd@50, 11690944.bmd@16, 11907728.bmd@28"
0x8d5e865d,,,"0x07608e5a, 0x0cb33492, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199",9,"129140.bmd@3, 489832.bmd@2, 1209868.bmd@3, 1532740.bmd@4, 2602756.bmd@13, 2845212.bmd@3, 8301872.bmd@2, 9165008.bmd@2, 11907728.bmd@13"
0x8e5ad5b9,book_cart,,"0x0cb33492, 0x8009e972, 0x8bda53ba, 0xc32438c4, 0xc93fb09d, 0xf3683016, 0xf973b84f",7,"129140.bmd@24, 953912.bmd@45, 1209868.bmd@27, 1532740.bmd@29, 1851344.bmd@45, 8786604.bmd@44, 10768392.bmd@45"
0x8ef48cbd,crt_desk,,"0x07608e5a, 0x0cb33492, 0x13579ee8, 0x721e672a, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0xcf3101c0",8,"129140.bmd@46, 376856.bmd@17, 489832.bmd@12, 1209868.bmd@41, 1532740.bmd@48, 1826476.bmd@8, 2602756.bmd@21, 2845212.bmd@22"
0x90b8590d,,,"0x0cb33492, 0x0d7b0603, 0x3b39bf8c, 0x721e672a, 0x8009e972, 0x8bda53ba",6,"129140.bmd@8, 1209868.bmd@8, 1532740.bmd@8, 1826476.bmd@4, 2290156.bmd@4, 11690944.bmd@5"
0x9bb2d7f6,red_light,,"0x0cb33492, 0x0d7b0603, 0x8009e972",3,"129140.bmd@29, 1532740.bmd@31, 11690944.bmd@11"
0x9ccb3932,spotlight,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x943ef9c0",7,"129140.bmd@54, 489832.bmd@31, 1532740.bmd@56, 2602756.bmd@48, 2845212.bmd@42, 11690944.bmd@29, 11907728.bmd@44"
0xa13d6122,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x8009e972, 0x8bda53ba, 0x9e257199",9,"129140.bmd@2, 1209868.bmd@2, 1532740.bmd@3, 2290156.bmd@0, 2602756.bmd@18, 8301872.bmd@6, 9165008.bmd@6, 11690944.bmd@1, 11907728.bmd@18"
0xa4b24fb8,microphone,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x194c16b1, 0x3b39bf8c, 0x640c2862, 0x721e672a, 0x8009e972, 0xe56bfe17",9,"129140.bmd@41, 1532740.bmd@43, 1826476.bmd@1, 2290156.bmd@9, 2602756.bmd@37, 10720812.bmd@3, 11148480.bmd@4, 11690944.bmd@19, 11907728.bmd@34"
0xa4d2c149,phone,,"0x06a8bccb, 0x0cb33492, 0x13579ee8, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",22,"129140.bmd@20, 376856.bmd@37, 785980.bmd@13, 953912.bmd@36, 1209868.bmd@22, 1532740.bmd@22, 1851344.bmd@36, 2145040.bmd@38, 2336388.bmd@34, 2715784.bmd@49, 2845212.bmd@12, 3015392.bmd@32, 3435788.bmd@26, 8362104.bmd@27, 8583196.bmd@21, 8786604.bmd@35, 9772676.bmd@9, 10339344.bmd@18, 10768392.bmd@36, 11354640.bmd@15, 11818848.bmd@28, 12713244.bmd@18"
0xa753670b,book_shelves,,"0x07608e5a, 0x0cb33492, 0x194c16b1, 0x1f42a7ec, 0x48503d56, 0x567ca5bd, 0x5c6f765a, 0x8009e972, 0x9e257199, 0xc32438c4, 0xc93fb09d, 0xcf3101c0, 0xdd08a02f, 0xf3683016, 0xf973b84f",15,"129140.bmd@22, 376856.bmd@13, 953912.bmd@39, 1532740.bmd@24, 1851344.bmd@39, 2145040.bmd@40, 2602756.bmd@4, 2715784.bmd@43, 3435788.bmd@43, 8301872.bmd@14, 8786604.bmd@38, 9165008.bmd@14, 10768392.bmd@39, 11907728.bmd@4, 12713244.bmd@22"
0xa9199ec9,stage,,"0x0cb33492, 0x0d7b0603, 0x3b39bf8c, 0x8009e972, 0xe56bfe17",5,"129140.bmd@64, 1532740.bmd@67, 2290156.bmd@14, 10720812.bmd@2, 11690944.bmd@33"
0xaa44e215,water_cooler,,"0x0cb33492, 0x13579ee8, 0x8009e972, 0x8bda53ba",4,"129140.bmd@31, 1209868.bmd@29, 1532740.bmd@33, 2845212.bmd@15"
0xaa86da3d,handing_microphone,,"0x07608e5a, 0x0cb33492, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x943ef9c0",6,"129140.bmd@40, 489832.bmd@30, 1532740.bmd@42, 2602756.bmd@36, 2845212.bmd@41, 11907728.bmd@33"
0xaab57803,stage_chairs,,"0x0cb33492, 0x0d7b0603, 0x3b39bf8c, 0x8009e972",4,"129140.bmd@38, 1532740.bmd@40, 2290156.bmd@8, 11690944.bmd@17"
0xb1229935,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x721e672a, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199",12,"129140.bmd@4, 489832.bmd@0, 1209868.bmd@0, 1532740.bmd@1, 1826476.bmd@3, 2290156.bmd@1, 2602756.bmd@14, 2845212.bmd@1, 8301872.bmd@3, 9165008.bmd@3, 11690944.bmd@2, 11907728.bmd@14"
0xb2d31abe,console,,"0x07608e5a, 0x0cb33492, 0x194c16b1, 0x1f42a7ec, 0x8009e972, 0x9e257199",6,"129140.bmd@62, 1532740.bmd@64, 2602756.bmd@47, 8301872.bmd@28, 9165008.bmd@28, 11907728.bmd@43"
0xb67ece3b,tv_cart,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x8bda53ba, 0x943ef9c0",8,"129140.bmd@53, 489832.bmd@13, 1209868.bmd@47, 1532740.bmd@55, 2602756.bmd@50, 2845212.bmd@24, 11690944.bmd@28, 11907728.bmd@46"
0xc119ec18,set_purple,,"0x0cb33492, 0x8009e972",2,"129140.bmd@28, 1532740.bmd@30"
0xc9e593ef,suit_rack,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x8bda53ba",7,"129140.bmd@50, 1209868.bmd@43, 1532740.bmd@52, 2602756.bmd@46, 2845212.bmd@23, 11690944.bmd@34, 11907728.bmd@42"
0xcaae9512,,,"0x0cb33492, 0x13579ee8, 0x8009e972, 0x943ef9c0",4,"129140.bmd@55, 489832.bmd@14, 1532740.bmd@57, 2845212.bmd@25"
0xcec99c20,coffee_chairs,,"0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x8009e972, 0x8bda53ba",5,"129140.bmd@39, 1209868.bmd@38, 1532740.bmd@41, 2845212.bmd@19, 11690944.bmd@18"
0xd08e3934,,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0xcf3101c0",9,"129140.bmd@58, 376856.bmd@16, 489832.bmd@16, 1209868.bmd@51, 1532740.bmd@60, 2602756.bmd@20, 2845212.bmd@27, 11690944.bmd@31, 11907728.bmd@20"
0xd8e64dbb,piano,,"0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x6202993f, 0x6a2dcfd5, 0x8009e972, 0x943ef9c0, 0xcf3101c0, 0xe56bfe17",9,"129140.bmd@43, 376856.bmd@34, 489832.bmd@33, 1532740.bmd@45, 2845212.bmd@45, 10033984.bmd@9, 10720812.bmd@1, 11354640.bmd@37, 11690944.bmd@21"
0xddc3fb0d,,,"0x0cb33492, 0x13579ee8, 0x8009e972, 0x8bda53ba, 0x943ef9c0",5,"129140.bmd@1, 489832.bmd@4, 1209868.bmd@4, 1532740.bmd@2, 2845212.bmd@5"
0xde3b996b,sofa_table,,"0x0cb33492, 0x0d7b0603, 0x5c6f765a, 0x8009e972, 0x8bda53ba, 0xdd08a02f",6,"129140.bmd@35, 1209868.bmd@35, 1532740.bmd@37, 2145040.bmd@43, 2715784.bmd@44, 11690944.bmd@14"
0xe868780a,,,"0x0cb33492, 0x8009e972, 0x8bda53ba",3,"129140.bmd@10, 1209868.bmd@11, 1532740.bmd@11"
0xe9317314,,,"0x0cb33492, 0x0d7b0603, 0x8009e972, 0x8bda53ba",4,"129140.bmd@63, 1209868.bmd@57, 1532740.bmd@66, 11690944.bmd@32"
0xfa6a53c8,,,"0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x3b39bf8c, 0x8009e972, 0x8bda53ba, 0x943ef9c0",7,"129140.bmd@13, 489832.bmd@52, 1209868.bmd@58, 1532740.bmd@14, 2290156.bmd@6, 2845212.bmd@0, 11690944.bmd@7"
0x15c7f38d,,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x6a2dcfd5, 0x9e257199, 0xcf3101c0",6,"376856.bmd@45, 2602756.bmd@17, 8301872.bmd@8, 9165008.bmd@8, 11354640.bmd@34, 11907728.bmd@17"
0x2e6112bf,,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x6a2dcfd5, 0x9e257199, 0xcf3101c0",6,"376856.bmd@46, 2602756.bmd@10, 8301872.bmd@0, 9165008.bmd@0, 11354640.bmd@24, 11907728.bmd@10"
0x3b3124cf,lockers_2green_2blue,,"0x48503d56, 0x485866e8, 0xc32438c4, 0xc93fb09d, 0xcf3101c0, 0xed44a8fd, 0xf3683016, 0xf973b84f",8,"376856.bmd@41, 953912.bmd@54, 1851344.bmd@54, 3015392.bmd@45, 8583196.bmd@0, 8786604.bmd@53, 10768392.bmd@54, 12713244.bmd@38"
0x7132f437,,,0xcf3101c0,1,376856.bmd@27
0x7f0661b2,,,"0x06a8bccb, 0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x81c1dbe3, 0x9e257199, 0xcf3101c0",7,"376856.bmd@22, 2602756.bmd@6, 8301872.bmd@15, 9165008.bmd@15, 9772676.bmd@11, 10339344.bmd@24, 11907728.bmd@6"
0x889e73d9,,,0xcf3101c0,1,376856.bmd@28
0x9970f52d,yoga_mats,,"0x4243eeb1, 0x6a2dcfd5, 0xcf3101c0",3,"376856.bmd@38, 11354640.bmd@35, 11818848.bmd@23"
0xcd4901fd,,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x8bda53ba, 0x9e257199, 0xcf3101c0",6,"376856.bmd@36, 1209868.bmd@48, 2602756.bmd@26, 8301872.bmd@20, 9165008.bmd@20, 11907728.bmd@25"
0xecb27a7c,,,0xcf3101c0,1,376856.bmd@5
0xefcc66b5,dumbbell,,"0x4243eeb1, 0xcf3101c0",2,"376856.bmd@33, 11818848.bmd@22"
0xf46e9681,stepladder,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199, 0xcf3101c0",5,"376856.bmd@29, 2602756.bmd@27, 8301872.bmd@21, 9165008.bmd@21, 11907728.bmd@26"
0xfae13fb6,fence,,"0x13579ee8, 0x48503d56, 0x943ef9c0, 0xcf3101c0",4,"376856.bmd@39, 489832.bmd@25, 2845212.bmd@36, 12713244.bmd@33"
0x0590955a,,,"0x13579ee8, 0x640c2862, 0x943ef9c0",3,"489832.bmd@40, 2845212.bmd@52, 11148480.bmd@6"
0x12b07ff1,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@51, 2845212.bmd@63"
0x2ed597e2,horsedrawn_cart,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@59, 2845212.bmd@65"
0x2f4a1258,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@60, 2845212.bmd@43"
0x373bfc3c,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@23, 2845212.bmd@34"
0x3ac4b6a3,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@45, 2845212.bmd@57"
0x40a251da,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@20, 2845212.bmd@31"
0x4249a10e,film_camera,,"0x07608e5a, 0x13579ee8, 0x943ef9c0",3,"489832.bmd@29, 2602756.bmd@33, 2845212.bmd@40"
0x51fbb913,table_2chairs,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@34, 2845212.bmd@46"
0x635eb8ea,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@22, 2845212.bmd@33"
0x64fd5409,,,0x943ef9c0,1,489832.bmd@55
0x6c970954,horse,,"0x13579ee8, 0x640c2862, 0x943ef9c0",3,"489832.bmd@24, 2845212.bmd@35, 11148480.bmd@2"
0x71778f31,bookshelf,,"0x0cb33492, 0x13579ee8, 0x8bda53ba, 0x943ef9c0",4,"489832.bmd@17, 1209868.bmd@56, 1532740.bmd@65, 2845212.bmd@28"
0x792377c2,,,"0x07608e5a, 0x13579ee8, 0x194c16b1, 0x943ef9c0",4,"489832.bmd@39, 2602756.bmd@28, 2845212.bmd@51, 11907728.bmd@27"
0x7dbea1da,,,"0x07608e5a, 0x13579ee8, 0x194c16b1, 0x943ef9c0",4,"489832.bmd@27, 2602756.bmd@35, 2845212.bmd@38, 11907728.bmd@32"
0x8b5d90e1,parking_lot,,"0x13579ee8, 0x6a2dcfd5, 0x8bda53ba, 0x943ef9c0, 0xed44a8fd",5,"489832.bmd@10, 1209868.bmd@40, 2845212.bmd@21, 8583196.bmd@28, 11354640.bmd@18"
0x90f8f9d9,,,"0x13579ee8, 0x640c2862, 0x943ef9c0",3,"489832.bmd@21, 2845212.bmd@32, 11148480.bmd@5"
0x9aaaf20d,window_wide,,"0x13579ee8, 0x8bda53ba, 0x943ef9c0",3,"489832.bmd@7, 1209868.bmd@17, 2845212.bmd@9"
0x9bb5f94d,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@19, 2845212.bmd@30"
0xa5c1d564,trough,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@58, 2845212.bmd@66"
0xa9dc9309,cobblestones,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@62, 2845212.bmd@67"
0xb74cf51f,ferns,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@63, 2845212.bmd@68"
0xc73fabcc,streetlamp,,"0x07608e5a, 0x13579ee8, 0x48503d56, 0x8bda53ba, 0x943ef9c0, 0xc32438c4, 0xc93fb09d, 0xed44a8fd, 0xf3683016, 0xf973b84f",10,"489832.bmd@11, 953912.bmd@51, 1209868.bmd@39, 1851344.bmd@51, 2602756.bmd@29, 2845212.bmd@20, 8583196.bmd@30, 8786604.bmd@50, 10768392.bmd@51, 12713244.bmd@32"
0xd2b89ec0,,,"0x13579ee8, 0x943ef9c0",2,"489832.bmd@18, 2845212.bmd@29"
0xde430c88,barrels,,"0x07608e5a, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x640c2862, 0x943ef9c0, 0x9e257199",7,"489832.bmd@32, 2602756.bmd@39, 2845212.bmd@44, 8301872.bmd@25, 9165008.bmd@25, 11148480.bmd@1, 11907728.bmd@36"
0x26677aa8,drake,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x194c16b1, 0x1f42a7ec, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016",26,"643712.bmd@18, 1113568.bmd@6, 1365320.bmd@14, 1465172.bmd@4, 2001536.bmd@7, 3271020.bmd@21, 3952272.bmd@7, 5668812.bmd@2, 7683864.bmd@16, 7849040.bmd@4, 7931836.bmd@14, 8179364.bmd@12, 10161640.bmd@17, 10265108.bmd@14, 10503564.bmd@1, 10606064.bmd@3, 11061008.bmd@14, 11511040.bmd@12, 11605972.bmd@3, 12068644.bmd@10, 12220728.bmd@13, 12826676.bmd@17, 12912648.bmd@17, 13021632.bmd@3, 13505160.bmd@9, 13572780.bmd@14"
0x32293880,,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@31, 1113568.bmd@28, 1365320.bmd@28, 1465172.bmd@22, 2001536.bmd@22, 3168764.bmd@23, 3271020.bmd@38, 3952272.bmd@21, 5668812.bmd@17, 7683864.bmd@31, 7849040.bmd@28, 7931836.bmd@28, 8179364.bmd@26, 8935020.bmd@33, 9088136.bmd@23, 9947992.bmd@31, 10161640.bmd@30, 10265108.bmd@27, 10503564.bmd@26, 10606064.bmd@29, 11061008.bmd@28, 11511040.bmd@26, 11605972.bmd@27, 12068644.bmd@23, 12220728.bmd@27, 12826676.bmd@32, 12912648.bmd@32, 13021632.bmd@27, 13505160.bmd@22, 13572780.bmd@28, 13664580.bmd@29"
0x3b66435f,,,"0x07608e5a, 0x0cb33492, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x8009e972, 0x8bda53ba, 0x943ef9c0, 0x9e257199",9,"643712.bmd@7, 7683864.bmd@7, 7931836.bmd@8, 9947992.bmd@15, 10265108.bmd@10, 11511040.bmd@9, 12068644.bmd@0, 12826676.bmd@12, 13664580.bmd@12"
0x3b90013e,lock,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@28, 1113568.bmd@25, 1365320.bmd@25, 1465172.bmd@19, 2001536.bmd@19, 3168764.bmd@20, 3271020.bmd@35, 3952272.bmd@18, 5668812.bmd@14, 7683864.bmd@28, 7849040.bmd@25, 7931836.bmd@25, 8179364.bmd@23, 8935020.bmd@30, 9088136.bmd@20, 9947992.bmd@28, 10161640.bmd@27, 10265108.bmd@24, 10503564.bmd@23, 10606064.bmd@26, 11061008.bmd@25, 11511040.bmd@23, 11605972.bmd@24, 12068644.bmd@20, 12220728.bmd@24, 12826676.bmd@29, 12912648.bmd@29, 13021632.bmd@24, 13505160.bmd@19, 13572780.bmd@25, 13664580.bmd@26"
